,root_id,upstream_bitter_2Ns,bitter_syn_count,const,nt_type,side,input_synapses,output_synapses,excitatory_number_upstream_neurons,inhibitory_number_upstream_neurons,excitatory_number_input_synapse,inhibitory_number_input_synapse,excitatory - inhibitory_number_input_synapse,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,%_bitter_input,avg_upstream_synapses,neuron_type,#_projection_synapses
273,720575940630670890,1,27,1,GLUT,left,812.0,939.0,1,0,27,0,27,non activated,bitter,non activated,non activated,non activated,non activated,non activated,activated,activated,3.32512315270936,27.0,projection,137
274,720575940630674038,1,17,1,ACH,left,695.0,1689.0,0,1,0,17,-17,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.446043165467626,17.0,local,0
275,720575940630691958,1,56,1,GABA,left,3659.0,3553.0,0,1,0,56,-56,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.5304728067778082,56.0,local,0
276,720575940630781433,1,69,1,GABA,right,3736.0,33.0,0,1,0,69,-69,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.8468950749464668,69.0,local,0
277,720575940630808827,2,50,1,ACH,right,1264.0,361.0,2,0,50,0,50,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.9556962025316458,25.0,local,0
278,720575940630893196,1,13,1,ACH,left,574.0,1535.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.264808362369338,13.0,local,0
279,720575940630964188,1,13,1,GABA,left,1615.0,1842.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.804953560371517,13.0,local,0
280,720575940630995799,2,40,1,ACH,right,289.0,143.0,0,2,0,40,-40,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,13.84083044982699,20.0,local,0
281,720575940631056185,1,10,1,GABA,left,211.0,148.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.739336492890995,10.0,local,0
282,720575940631108303,1,15,1,GABA,left,1552.0,1653.0,0,1,0,15,-15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9664948453608248,15.0,local,0
283,720575940631168057,1,12,1,GABA,left,1625.0,1344.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7384615384615384,12.0,local,0
284,720575940631190851,1,13,1,ACH,left,172.0,101.0,1,0,13,0,13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.55813953488372,13.0,projection,45
285,720575940631204163,2,50,1,,right,115.0,142.0,0,2,0,50,-50,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,43.47826086956522,25.0,local,0
286,720575940631293202,1,20,1,GABA,right,2314.0,3316.0,0,1,0,20,-20,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.864304235090752,20.0,local,0
287,720575940631295506,1,31,1,ACH,left,417.0,1148.0,1,0,31,0,31,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.434052757793765,31.0,projection,201
288,720575940631406411,1,21,1,GABA,left,2651.0,2575.0,0,1,0,21,-21,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7921539041870993,21.0,local,0
289,720575940631703608,2,143,1,ACH,left,3076.0,1371.0,0,2,0,143,-143,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.64889466840052,71.5,local,0
290,720575940631918649,2,55,1,GABA,right,2671.0,1860.0,0,2,0,55,-55,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.059153874953201,27.5,projection,25
291,720575940631919976,1,16,1,GABA,right,157.0,500.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,10.191082802547772,16.0,local,0
292,720575940631939432,1,22,1,GABA,right,846.0,2293.0,0,1,0,22,-22,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.6004728132387704,22.0,local,0
293,720575940631959097,2,25,1,ACH,left,3915.0,1701.0,0,2,0,25,-25,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6385696040868455,12.5,local,0
294,720575940631989352,1,15,1,GABA,left,1146.0,2233.0,0,1,0,15,-15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3089005235602094,15.0,local,0
295,720575940631994728,3,161,1,GABA,left,2957.0,2643.0,0,3,0,161,-161,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.444707473791004,53.666666666666664,local,0
296,720575940631997032,1,31,1,ACH,left,2764.0,2015.0,0,1,0,31,-31,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1215629522431259,31.0,local,0
297,720575940632009784,1,12,1,ACH,right,510.0,135.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.3529411764705883,12.0,projection,62
298,720575940632047890,2,200,1,ACH,left,4060.0,1406.0,0,2,0,200,-200,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.926108374384237,100.0,local,0
299,720575940632055521,1,38,1,ACH,right,516.0,790.0,0,1,0,38,-38,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.3643410852713185,38.0,local,0
300,720575940632178892,1,13,1,ACH,right,772.0,294.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.6839378238341969,13.0,local,0
301,720575940632252743,1,142,1,ACH,left,3711.0,1952.0,0,1,0,142,-142,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.8264618701158715,142.0,local,0
302,720575940632280391,2,145,1,ACH,right,2214.0,1498.0,0,2,0,145,-145,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,6.549232158988256,72.5,local,0
303,720575940632365905,1,10,1,ACH,left,722.0,1547.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3850415512465373,10.0,local,0
304,720575940632486969,2,108,1,ACH,left,8726.0,2482.0,0,2,0,108,-108,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.237680495072198,54.0,local,0
305,720575940632588748,2,46,1,GLUT,right,318.0,50.0,2,0,46,0,46,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,14.465408805031446,23.0,projection,43
306,720575940632632740,1,10,1,ACH,right,988.0,202.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0121457489878543,10.0,local,0
307,720575940632636959,1,63,1,GLUT,left,1564.0,855.0,1,0,63,0,63,non activated,bitter,non activated,non activated,activated,activated,activated,activated,activated,4.028132992327365,63.0,local,0
308,720575940632659404,1,24,1,GABA,left,3231.0,1065.0,0,1,0,24,-24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7428040854224698,24.0,projection,377
309,720575940632734033,2,26,1,ACH,left,516.0,1252.0,2,0,26,0,26,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.038759689922481,13.0,projection,697
310,720575940632873261,1,23,1,ACH,right,1137.0,951.0,1,0,23,0,23,non activated,bitter,non activated,non activated,non activated,activated,activated,activated,activated,2.0228671943711523,23.0,local,0
311,720575940632894690,2,24,1,,right,126.0,56.0,0,2,0,24,-24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,19.047619047619047,12.0,projection,16
312,720575940633170969,3,87,1,GLUT,left,3461.0,1592.0,1,2,17,70,-53,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.513724357122219,29.0,local,0
313,720575940633185567,2,162,1,GABA,left,6252.0,10.0,0,2,0,162,-162,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.5911708253358925,81.0,local,0
314,720575940633198284,2,36,1,ACH,left,1095.0,1009.0,2,0,36,0,36,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.287671232876712,18.0,local,0
315,720575940633277209,2,65,1,GABA,right,1343.0,1859.0,0,2,0,65,-65,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.839910647803425,32.5,local,0
316,720575940633286335,1,10,1,GLUT,right,103.0,37.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,9.70873786407767,10.0,projection,31
317,720575940633366242,1,11,1,ACH,left,49.0,359.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,22.448979591836736,11.0,projection,31
318,720575940633626337,2,92,1,GABA,right,9167.0,5134.0,2,0,92,0,92,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0035998690956691,46.0,projection,4607
319,720575940633733601,1,28,1,ACH,left,57.0,64.0,0,1,0,28,-28,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,49.122807017543856,28.0,local,0
320,720575940633881848,1,16,1,GABA,left,551.0,701.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.9038112522686026,16.0,local,0
321,720575940633919992,1,10,1,ACH,left,262.0,200.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.816793893129771,10.0,local,0
322,720575940634025626,1,10,1,ACH,left,728.0,528.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3736263736263736,10.0,projection,371
323,720575940634186906,1,10,1,GLUT,right,167.0,125.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.9880239520958085,10.0,projection,110
324,720575940634210155,1,10,1,ACH,right,1567.0,2197.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6381620931716656,10.0,local,0
325,720575940634357867,1,42,1,GLUT,left,1247.0,958.0,0,1,0,42,-42,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.3680834001603848,42.0,projection,420
326,720575940634407566,1,12,1,ACH,left,35.0,124.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,34.285714285714285,12.0,local,0
327,720575940634462304,2,25,1,GLUT,right,298.0,131.0,0,2,0,25,-25,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.389261744966444,12.5,projection,96
328,720575940634707863,2,62,1,GABA,left,6474.0,3571.0,2,0,62,0,62,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.9576768612913191,31.0,projection,3138
329,720575940634825623,2,100,1,ACH,left,1273.0,880.0,0,2,0,100,-100,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,7.855459544383346,50.0,local,0
330,720575940634919580,1,10,1,ACH,left,729.0,232.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3717421124828533,10.0,local,0
331,720575940635069295,1,13,1,GLUT,right,241.0,103.0,1,0,13,0,13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.394190871369295,13.0,projection,76
332,720575940635173983,1,14,1,GABA,center,674.0,454.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0771513353115725,14.0,projection,35
333,720575940635175007,1,15,1,DA,left,1419.0,446.0,0,1,0,15,-15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0570824524312896,15.0,local,0
334,720575940635176366,1,14,1,ACH,left,63.0,94.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,22.22222222222222,14.0,local,0
335,720575940635239672,2,52,1,SER,right,1855.0,55.0,0,2,0,52,-52,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.803234501347709,26.0,projection,13
336,720575940635510196,1,16,1,GLUT,left,539.0,480.0,1,0,16,0,16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.9684601113172544,16.0,projection,461
337,720575940635527322,1,15,1,ACH,right,1672.0,2169.0,0,1,0,15,-15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.8971291866028708,15.0,local,0
338,720575940635596212,1,12,1,GABA,right,1937.0,2001.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.619514713474445,12.0,local,0
339,720575940635596468,1,15,1,ACH,left,668.0,1451.0,0,1,0,15,-15,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.245508982035928,15.0,local,0
340,720575940635611316,3,145,1,GABA,right,2883.0,2647.0,0,3,0,145,-145,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,5.029483177245924,48.333333333333336,local,0
341,720575940635630308,1,10,1,ACH,right,78.0,327.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.82051282051282,10.0,local,0
342,720575940635816926,1,10,1,ACH,right,725.0,268.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3793103448275863,10.0,local,0
343,720575940635984239,1,22,1,GLUT,left,495.0,239.0,1,0,22,0,22,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.444444444444445,22.0,projection,213
344,720575940635990896,1,10,1,ACH,left,78.0,94.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,12.82051282051282,10.0,local,0
345,720575940636165624,1,14,1,ACH,left,3318.0,1190.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.42194092827004215,14.0,local,0
346,720575940636346487,2,37,1,ACH,left,1114.0,746.0,0,2,0,37,-37,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.321364452423698,18.5,local,0
347,720575940636685454,2,121,1,ACH,right,1410.0,955.0,0,2,0,121,-121,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,8.581560283687944,60.5,local,0
348,720575940636828334,1,36,1,ACH,left,3397.0,1748.0,0,1,0,36,-36,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0597586105387107,36.0,local,0
349,720575940636895406,2,46,1,SER,left,1804.0,77.0,0,2,0,46,-46,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.549889135254989,23.0,projection,16
350,720575940637130985,1,64,1,ACH,left,321.0,1463.0,0,1,0,64,-64,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,19.937694704049843,64.0,local,0
351,720575940637144944,1,37,1,ACH,left,3128.0,1666.0,0,1,0,37,-37,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.1828644501278773,37.0,local,0
352,720575940637184326,1,10,1,ACH,left,255.0,273.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.9215686274509802,10.0,local,0
353,720575940637216624,1,22,1,,left,2169.0,966.0,0,1,0,22,-22,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.0142923005993545,22.0,local,0
354,720575940637507645,2,24,1,ACH,left,51.0,297.0,0,2,0,24,-24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,47.05882352941176,12.0,projection,11
355,720575940637656286,2,40,1,ACH,right,1314.0,1164.0,0,2,0,40,-40,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.0441400304414,20.0,local,0
356,720575940637686750,1,11,1,GABA,right,1403.0,1837.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7840342124019958,11.0,projection,1232
357,720575940637742911,1,10,1,SER,right,19.0,5.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,52.63157894736842,10.0,local,0
358,720575940637747519,2,65,1,ACH,right,115.0,129.0,0,2,0,65,-65,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,56.52173913043478,32.5,local,0
359,720575940638024794,1,11,1,ACH,left,2190.0,1861.0,0,1,0,11,-11,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.502283105022831,11.0,local,0
360,720575940638103349,1,14,1,ACH,left,2088.0,1389.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.6704980842911877,14.0,local,0
361,720575940638419534,1,13,1,ACH,right,570.0,1525.0,0,1,0,13,-13,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.280701754385965,13.0,local,0
362,720575940639485648,1,14,1,SER,left,90.0,198.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,15.555555555555555,14.0,projection,112
363,720575940639725885,1,12,1,ACH,left,805.0,232.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4906832298136645,12.0,projection,211
364,720575940639787683,2,21,1,GABA,left,1041.0,1045.0,0,2,0,21,-21,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.0172910662824206,10.5,local,0
365,720575940639830179,1,16,1,ACH,right,1138.0,1552.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.4059753954305798,16.0,local,0
366,720575940639831459,3,49,1,ACH,left,1241.0,1492.0,0,3,0,49,-49,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.94842868654311,16.333333333333332,local,0
367,720575940639925211,2,24,1,GLUT,left,110.0,116.0,2,0,24,0,24,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,21.818181818181817,12.0,projection,91
368,720575940639994456,1,76,1,GLUT,left,2023.0,2459.0,0,1,0,76,-76,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.7567968363816115,76.0,local,0
369,720575940640601563,1,27,1,ACH,right,662.0,1717.0,0,1,0,27,-27,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.078549848942599,27.0,local,0
370,720575940640839120,2,51,1,GLUT,left,1886.0,1095.0,1,1,11,40,-29,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.704135737009544,25.5,local,0
371,720575940641648091,1,27,1,ACH,left,3724.0,2046.0,0,1,0,27,-27,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.7250268528464017,27.0,local,0
372,720575940642088333,1,12,1,SER,right,27.0,29.0,0,1,0,12,-12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,44.44444444444444,12.0,local,0
373,720575940642715040,1,19,1,GLUT,left,439.0,378.0,1,0,19,0,19,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,4.328018223234624,19.0,projection,169
374,720575940643065032,2,51,1,ACH,right,123.0,185.0,0,2,0,51,-51,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,41.46341463414634,25.5,local,0
375,720575940643703831,1,34,1,ACH,left,198.0,140.0,0,1,0,34,-34,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,17.17171717171717,34.0,local,0
376,720575940644669732,1,18,1,ACH,left,646.0,1271.0,0,1,0,18,-18,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.786377708978328,18.0,local,0
377,720575940645045527,1,18,1,ACH,left,1495.0,309.0,0,1,0,18,-18,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.2040133779264213,18.0,local,0
378,720575940645527918,1,16,1,ACH,right,6765.0,27.0,0,1,0,16,-16,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.23651145602365115,16.0,local,0
379,720575940645537902,1,14,1,GLUT,left,599.0,480.0,0,1,0,14,-14,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.337228714524207,14.0,projection,6
380,720575940646250804,2,22,1,,right,110.0,59.0,0,2,0,22,-22,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,20.0,11.0,projection,10
381,720575940646663044,2,26,1,GLUT,right,232.0,132.0,1,1,14,12,2,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,11.206896551724139,13.0,projection,104
382,720575940647030324,1,77,1,ACH,right,2422.0,1880.0,0,1,0,77,-77,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,3.1791907514450863,77.0,local,0
383,720575940647473796,1,189,1,GABA,left,1768.0,648.0,1,0,189,0,189,non activated,bitter,non activated,activated,activated,activated,activated,activated,activated,10.690045248868778,189.0,projection,476
384,720575940647606148,1,12,1,ACH,left,754.0,505.0,1,0,12,0,12,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.5915119363395225,12.0,local,0
385,720575940648188548,1,22,1,ACH,right,1811.0,793.0,0,1,0,22,-22,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.2147984538928769,22.0,local,0
386,720575940648716153,1,10,1,ACH,left,572.0,119.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.7482517482517483,10.0,projection,104
387,720575940652580086,1,56,1,GABA,left,1901.0,1059.0,0,1,0,56,-56,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.945817990531299,56.0,local,0
388,720575940654310049,1,10,1,GLUT,right,1035.0,1262.0,0,1,0,10,-10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,0.966183574879227,10.0,projection,689
389,720575940654656417,1,10,1,,right,721.0,57.0,1,0,10,0,10,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,1.3869625520110958,10.0,projection,51
390,720575940660223873,2,29,1,ACH,left,1407.0,2354.0,0,2,0,29,-29,non activated,bitter,non activated,non activated,non activated,non activated,non activated,non activated,non activated,2.061122956645345,14.5,local,0
